"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"12","RT @bluenbo: @caulmick You better believe it.  #IrishWater  and the whole metering debacle is about privatisation. #FineGael is salivating…",FALSE,0,NA,2018-03-13 18:12:50,FALSE,NA,"973622930318950401",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",1,TRUE,FALSE,NA,NA
"13","RT @SeanC_Mayo: Colm Boyd sharing his knowledge of the new Oughterard Waste Water Treatment Plant with the pupils of Saint Annin’s National…",FALSE,0,NA,2018-03-13 18:12:02,FALSE,NA,"973622728094830592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",1,TRUE,FALSE,NA,NA
"14","RT @responseTshirt: We are always adding to The Statement Collection at @responseTshirt https://t.co/yLDKm7Awe5 Recently we added a Simpons…",FALSE,0,NA,2018-03-13 18:11:52,FALSE,NA,"973622688471244800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",2,TRUE,FALSE,NA,NA
"15","RT @eimdot: @IrishWater @IWCare So, Day 6 of no water in Dublin 8/Leonard’s Corner.....will today be the day I actually get an update or in…",FALSE,0,NA,2018-03-13 18:11:35,FALSE,NA,"973622615561654277",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",0,TRUE,FALSE,NA,NA
"16","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 18:11:19,FALSE,NA,"973622550096949248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",13,TRUE,FALSE,NA,NA
"17","RT @Thebfromtuam: Retweeted Tom Baldwin (@LegalEagleStar):

He did indeed Breda. Abolition of #IrishWater was an election promise... https:…",FALSE,0,NA,2018-03-13 18:11:12,FALSE,NA,"973622519294038018",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",0,TRUE,FALSE,NA,NA
"18","RT @IrishWater: Today we celebrated the official opening of the new Oughterard Wastewater Treatment Plant with Minister of State for Natura…",FALSE,0,NA,2018-03-13 18:10:49,FALSE,NA,"973622424670539776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",5,TRUE,FALSE,NA,NA
"19","RT @blackcoffeecup: #Irishwater @Finegael @fiannafailparty #Aras https://t.co/AO2bFtWH52",FALSE,0,NA,2018-03-13 18:10:35,FALSE,NA,"973622364066992129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yllekonadnerb",1,TRUE,FALSE,NA,NA
"20","#DYK you can check supply disruptions in your area by searching the hashtag relevant to your county? #IrishWater https://t.co/UzyimSDRwk",FALSE,0,NA,2018-03-13 18:00:02,FALSE,NA,"973619711261978626",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"21","RT @IrishWater: Today we celebrated the official opening of the new Oughterard Wastewater Treatment Plant with Minister of State for Natura…",FALSE,0,NA,2018-03-13 17:33:34,FALSE,NA,"973613049654448129",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rhonapinard",5,TRUE,FALSE,NA,NA
"22","Memories #IrishWater https://t.co/ejCmkuAg00",FALSE,0,NA,2018-03-13 17:24:39,FALSE,NA,"973610806653931520",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","StevenMobile",0,FALSE,FALSE,NA,NA
"23","Memories #IrishWater https://t.co/S2SvWm10Xg",FALSE,0,NA,2018-03-13 17:21:19,FALSE,NA,"973609964798345218",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","StevenMobile",0,FALSE,FALSE,NA,NA
"24","Memories #IrishWater https://t.co/6CybzmY8uL",FALSE,0,NA,2018-03-13 17:21:18,FALSE,NA,"973609963825319938",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","StevenMobile",0,FALSE,FALSE,NA,NA
"25","#Irishwater @Finegael @fiannafailparty #Aras https://t.co/AO2bFtWH52",FALSE,1,NA,2018-03-13 17:17:55,FALSE,NA,"973609111509225473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","blackcoffeecup",1,FALSE,FALSE,NA,NA
"26","#IWGalway: Essential reservoir works may affect supply to Ballymoe and surrounds from 9am-5pm tomorrow. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 17:11:45,FALSE,NA,"973607558987616256",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"27","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 17:08:42,FALSE,NA,"973606791136333824",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ebhodge",13,TRUE,FALSE,NA,NA
"28","RT @IrishWater: Today we celebrated the official opening of the new Oughterard Wastewater Treatment Plant with Minister of State for Natura…",FALSE,0,NA,2018-03-13 16:48:53,FALSE,NA,"973601805534982144",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ColmJamesWard",5,TRUE,FALSE,NA,NA
"29","RT @IrishWater: Today we celebrated the official opening of the new Oughterard Wastewater Treatment Plant with Minister of State for Natura…",FALSE,0,NA,2018-03-13 16:37:04,FALSE,NA,"973598829978226689",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Elascol",5,TRUE,FALSE,NA,NA
"30","Today we celebrated the official opening of the new Oughterard Wastewater Treatment Plant with Minister of State fo… https://t.co/ogXylVQv6F",FALSE,6,NA,2018-03-13 16:31:31,TRUE,NA,"973597435279953920",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","IrishWater",5,FALSE,FALSE,NA,NA
"31","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 16:13:19,FALSE,NA,"973592854110048256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KMurphyIndep",13,TRUE,FALSE,NA,NA
"32","#IWMayo: Essential pump repair works may affect supply to Crossmolina and surrounds from 10am - 4pm on 14 March. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 15:35:41,FALSE,NA,"973583384244113408",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"33","Water restrictions from 8pm tonight to 8am tomorrow for customers in Athlone Town, Annagh, Baylin, Mount Temple and… https://t.co/XGrj4oINVg",FALSE,0,NA,2018-03-13 15:34:57,TRUE,NA,"973583197933129728",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","IrishWater",0,FALSE,FALSE,NA,NA
"34","RT @responseTshirt: We are always adding to The Statement Collection at @responseTshirt https://t.co/yLDKm7Awe5 Recently we added a Simpons…",FALSE,0,NA,2018-03-13 15:26:43,FALSE,NA,"973581127020576769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orliem00",2,TRUE,FALSE,NA,NA
"35","Retweeted Tom Baldwin (@LegalEagleStar):

He did indeed Breda. Abolition of #IrishWater was an election promise... https://t.co/KGpU0Ncloy",FALSE,1,NA,2018-03-13 15:00:31,FALSE,NA,"973574532270362625",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","Thebfromtuam",0,FALSE,FALSE,NA,NA
"36","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 15:00:28,FALSE,NA,"973574521667104769",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Thebfromtuam",13,TRUE,FALSE,NA,NA
"37","#IWSligo: Essential maintenance works may affect supply to Summerhill Village, Sligo Town and surrounds from 9:30am… https://t.co/tR3ckhjTEf",FALSE,0,NA,2018-03-13 14:57:20,TRUE,NA,"973573733913956352",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"38","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 14:55:16,FALSE,NA,"973573210682937344",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeKChristian",13,TRUE,FALSE,NA,NA
"39","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 14:52:26,FALSE,NA,"973572500989861889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","wolfiewire",13,TRUE,FALSE,NA,NA
"40","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 14:40:04,FALSE,NA,"973569387310583808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",13,TRUE,FALSE,NA,NA
"41","RT @LegalEagleStar: He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE2…",FALSE,0,NA,2018-03-13 14:38:17,FALSE,NA,"973568937052000256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrackFreeClare",13,TRUE,FALSE,NA,NA
"42","He did indeed Breda. Abolition of #IrishWater was an election promise of @fiannafailparty and Michael. https://t.co/hE20Lw8gtP",FALSE,23,NA,2018-03-13 14:37:07,FALSE,NA,"973568644616740864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LegalEagleStar",13,FALSE,FALSE,NA,NA
"43","RT @monkstown: #irishwater https://t.co/ErqJAOOBsa",FALSE,0,NA,2018-03-13 14:10:54,FALSE,NA,"973562044908793857",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",1,TRUE,FALSE,NA,NA
"44","#irishwater https://t.co/ErqJAOOBsa",FALSE,2,NA,2018-03-13 14:09:12,FALSE,NA,"973561618176053249",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","monkstown",1,FALSE,FALSE,NA,NA
"45","#IWWaterford: Essential works may affect supply to Stradbally, Sheskin and surrounds from 2pm - 8pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 13:43:40,FALSE,NA,"973555193630679041",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"46","#IWKilkenny: Repairs to a burst main may affect supply to Newrath and surrounds. Crews are working to restore suppl… https://t.co/31slrnnVLG",FALSE,0,NA,2018-03-13 13:26:22,TRUE,NA,"973550840639381505",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"47","#IWDublin: A burst water main may affect supply to the Tamarisk Estate &amp; surrounds in Dublin 24 until 6pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 13:17:17,FALSE,NA,"973548555196657664",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"48","#IWKerry: A burst water main may affect supply to Farranfore, Currow and surrounds until 5pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 12:47:11,FALSE,NA,"973540979188883456",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"49","@IrishWater @IWCare So, Day 6 of no water in Dublin 8/Leonard’s Corner.....will today be the day I actually get an… https://t.co/Eto6EM9qKz",FALSE,1,"IrishWater",2018-03-13 12:44:01,TRUE,NA,"973540182275383297","1147795944","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eimdot",0,FALSE,FALSE,NA,NA
"50","RT @IWCare: #IWMayo: A burst water main may affect supply to Magherafadda, Ballyhean &amp; surrounds until 2:30pm today. Please retweet. #Irish…",FALSE,0,NA,2018-03-13 12:36:07,FALSE,NA,"973538193512587264",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MayoCoCo",1,TRUE,FALSE,NA,NA
"51","#IWTipperary: A burst water main may affect supply to Highfield Grove, Clonmel &amp; surrounds until 7pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 12:20:38,FALSE,NA,"973534297348100097",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"52","#IWMayo: A burst water main may affect supply to Magherafadda, Ballyhean &amp; surrounds until 2:30pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 12:14:42,FALSE,NA,"973532805220261889",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",1,FALSE,FALSE,NA,NA
"53","#IWKerry: A burst water main may affect supply to Blackpool, Spa, Tralee and surrounds until 5pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 12:06:24,FALSE,NA,"973530715618004993",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"54","We are always adding to The Statement Collection at @responseTshirt https://t.co/yLDKm7Awe5 Recently we added a Sim… https://t.co/eAvjI2csWc",FALSE,2,NA,2018-03-13 12:01:24,TRUE,NA,"973529456433356801",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","responseTshirt",2,FALSE,FALSE,NA,NA
"55","RT @IWCare: #IWMayo: Pump repair works may affect supply to Ballinahaglish, Knockmore &amp; surrounds until 3pm today. Please retweet. #IrishWa…",FALSE,0,NA,2018-03-13 11:46:36,FALSE,NA,"973525731950170118",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","MayoCoCo",3,TRUE,FALSE,NA,NA
"56","RT @IWCare: #IWTipperary: Leak repair works may affect supply to Golden, Springmount, Persse's Lot &amp; surrounds until 4:30pm today. Please r…",FALSE,0,NA,2018-03-13 11:42:34,FALSE,NA,"973524716446208000",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TippFM",1,TRUE,FALSE,NA,NA
"57","#IWTipperary: Leak repair works may affect supply to Golden, Springmount, Persse's Lot &amp; surrounds until 4:30pm tod… https://t.co/zv4bCzMrHB",FALSE,0,NA,2018-03-13 11:41:39,TRUE,NA,"973524485990121472",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",1,FALSE,FALSE,NA,NA
"58","#IWCork: Essential step testing may affect supply to Newtownshandrum, Bunmona, Maine North, Cloonleagh and surround… https://t.co/SC49OL0LVh",FALSE,0,NA,2018-03-13 11:36:49,TRUE,NA,"973523269306470400",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"59","#IWLimerick: Repairs to a water main may disrupt supply to Henry Street and surrounds until 12:30pm today. #IrishWater",FALSE,0,NA,2018-03-13 11:35:00,FALSE,NA,"973522813146554368",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"60","RT @IWCare: #IWCork: A burst water main may affect supply to Cathedral Road &amp; surrounds in Cork City until 1:10pm today. Please retweet. #I…",FALSE,0,NA,2018-03-13 11:33:46,FALSE,NA,"973522504139640832",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","steve16136",1,TRUE,FALSE,NA,NA
"61","#IWCork: A burst water main may affect supply to Cathedral Road &amp; surrounds in Cork City until 1:10pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 11:29:56,FALSE,NA,"973521538698932224",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",1,FALSE,FALSE,NA,NA
"62","#IWDublin: Repairs to a burst main may affect supply to Dangan Drive and surrounds until 4pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 11:29:38,FALSE,NA,"973521463813828608",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"63","Colm Boyd sharing his knowledge of the new Oughterard Waste Water Treatment Plant with the pupils of Saint Annin’s… https://t.co/fi7B0hGzzn",FALSE,0,NA,2018-03-13 10:45:52,TRUE,NA,"973510449382686720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SeanC_Mayo",1,FALSE,FALSE,NA,NA
"64","#IWKerry: A burst water main may affect supply to the Greater Aghadoe Area &amp; surrounds until 3pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 10:26:11,FALSE,NA,"973505495804907520",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"65","#IWSligo: Essential works may affect supply to Carrigeens and surrounds until 8pm today, see… https://t.co/dQGPZPnV8b",FALSE,0,NA,2018-03-13 10:17:36,TRUE,NA,"973503336589746176",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"66","RT @IWCare: #IWMayo: Pump repair works may affect supply to Ballinahaglish, Knockmore &amp; surrounds until 3pm today. Please retweet. #IrishWa…",FALSE,0,NA,2018-03-13 10:17:10,FALSE,NA,"973503226703118336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lauritablewitt",3,TRUE,FALSE,NA,NA
"67","RT @IWCare: #IWMayo: Pump repair works may affect supply to Ballinahaglish, Knockmore &amp; surrounds until 3pm today. Please retweet. #IrishWa…",FALSE,0,NA,2018-03-13 10:15:10,FALSE,NA,"973502724234006528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","daracalleary",3,TRUE,FALSE,NA,NA
"68","#IWMayo: Pump repair works may affect supply to Ballinahaglish, Knockmore &amp; surrounds until 3pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 10:14:45,FALSE,NA,"973502619489570817",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",3,FALSE,FALSE,NA,NA
"69","If a Boil Water Notice is issued in your area it is important to know what uses water must be boiled for.… https://t.co/bZuJfUZEyQ",FALSE,0,NA,2018-03-13 10:00:05,TRUE,NA,"973498928023863296",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"70","#IWCork: A burst water main may affect supply to St. Martin's Avenue, Castletownbere &amp; surrounds until 1pm today. P… https://t.co/gnF5nolP8k",FALSE,0,NA,2018-03-13 09:44:39,TRUE,NA,"973495042299105280",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"71","RT @IWCare: #IWCork: A burst water main may affect supply to Greenfield, Kanturk and surrounds until 2pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 09:38:28,FALSE,NA,"973493487264989184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mullane4county",1,TRUE,FALSE,NA,NA
"72","RT @IWCare: #IWMeath: A burst water main may disrupt supply to Ratoath, Fairyhouse Road, Kilbride, Curragha, Kilbrew &amp; surrounds until 6pm…",FALSE,0,NA,2018-03-13 09:29:05,FALSE,NA,"973491126933049346",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FeinMeath",4,TRUE,FALSE,NA,NA
"73","RT @IWCare: #IWMeath: A burst water main may disrupt supply to Ratoath, Fairyhouse Road, Kilbride, Curragha, Kilbrew &amp; surrounds until 6pm…",FALSE,0,NA,2018-03-13 09:28:57,FALSE,NA,"973491090740432896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fennessy_edward",4,TRUE,FALSE,NA,NA
"74","#IWCork: A burst water main may affect supply to Greenfield, Kanturk and surrounds until 2pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 09:26:47,FALSE,NA,"973490548265938944",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",1,FALSE,FALSE,NA,NA
"75","RT @IWCare: #IWMeath: A burst water main may disrupt supply to Ratoath, Fairyhouse Road, Kilbride, Curragha, Kilbrew &amp; surrounds until 6pm…",FALSE,0,NA,2018-03-13 09:11:08,FALSE,NA,"973486609529298944",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","meathcoco",4,TRUE,FALSE,NA,NA
"76","#IWClare: Repairs to a burst main may affect supply to O'Connell St, Ennis and surrounds until 2pm today. Please retweet. #IrishWater",FALSE,0,NA,2018-03-13 08:52:12,FALSE,NA,"973481843856171008",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",0,FALSE,FALSE,NA,NA
"77","@caulmick You better believe it.  #IrishWater  and the whole metering debacle is about privatisation. #FineGael is… https://t.co/WwggdTpB8I",FALSE,3,"caulmick",2018-03-13 00:02:04,TRUE,"970798733091901440","973348432093073408","305023825","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","bluenbo",1,FALSE,FALSE,NA,NA
"78","#irishwater #right2water #not1pipe https://t.co/iMVFRVQBrG",FALSE,1,NA,2018-03-12 23:52:50,FALSE,NA,"973346107379146752",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",0,FALSE,FALSE,NA,NA
"79","#irishwater @IrishWater confirmed no restrictions in Dublin 3. We have no cold water. If you effect red. Please cal… https://t.co/uPGM5fR7Ss",FALSE,0,NA,2018-03-12 22:43:13,TRUE,NA,"973328587058307073",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","welgraaf",0,FALSE,FALSE,NA,NA
"80","If a high profile Spanish woman spoke about church #mysogyny at a conference in #Rome would this be discussed at su… https://t.co/rDwyP2dzHv",FALSE,0,NA,2018-03-12 21:56:46,TRUE,NA,"973316896052404224",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","PaulRumgay",0,FALSE,FALSE,NA,NA
"81","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-12 21:24:39,FALSE,NA,"973308815948111872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Rholands",38,TRUE,FALSE,NA,NA
